#hgnc_id	hgnc_symbol	confidence_level	penetrance	pmid	omim_id	inheritance	panel_id	panel_name	panel_version	line_number
HGNC:4180	GBE1	3	-	20301758||26194201	-	BIALLELIC, autosomal or pseudoautosomal	25	Motor Neurone Disease	1.7	288
HGNC:11233	SPAST	3	-	16765570||19364936	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	25	Motor Neurone Disease	1.7	290
HGNC:535	ANXA11	3	-	29845112||30109997	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	25	Motor Neurone Disease	1.7	291
HGNC:11237	SPG7	3	-	16765570||19364936	-	BIALLELIC, autosomal or pseudoautosomal	25	Motor Neurone Disease	1.7	292
HGNC:7744	NEK1	3	-	29929116||31768050	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	25	Motor Neurone Disease	1.7	297
HGNC:4878	HEXA	3	-	31076878||31995250	-	BIALLELIC, autosomal or pseudoautosomal	25	Motor Neurone Disease	1.7	298
HGNC:4879	HEXB	3	-	24263030||31995250	-	BIALLELIC, autosomal or pseudoautosomal	25	Motor Neurone Disease	1.7	299
HGNC:11802	TIA1	2	-	29216908||29699721||29235362||29886022||29773329||24659297||29457785	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	25	Motor Neurone Disease	1.7	300
HGNC:12407	TUBA4A	2	-	28069311||26675813	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	25	Motor Neurone Disease	1.7	301
HGNC:2584	CYLD	2	-	32666099||32666117	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	25	Motor Neurone Disease	1.7	302
HGNC:12718	VRK1	2	-	30847374||34169149||31837156||31178479||26583493||31560180||32242460	-	BIALLELIC, autosomal or pseudoautosomal	25	Motor Neurone Disease	1.7	303
HGNC:12666	VCP	3	-	20301623||20301649	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	25	Motor Neurone Disease	1.7	304
HGNC:16968	ARPP21	1	-	35525134||30811981||31653410	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	25	Motor Neurone Disease	1.7	314
HGNC:1591	CCNF	2	-	31445393||28105640||31577344||29102476||28852778	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	25	Motor Neurone Disease	1.7	315
HGNC:2671	DAO	1	-	29895397||29274788||20368421||29194436	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	25	Motor Neurone Disease	1.7	317
HGNC:3508	EWSR1	1	-	22454397||29731676	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	25	Motor Neurone Disease	1.7	318
HGNC:4601	GRN	3	-	23596077||18184915	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	25	Motor Neurone Disease	1.7	321
HGNC:6912	MATR3	3	-	26493020||34659085||35205163	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	25	Motor Neurone Disease	1.7	326
HGNC:8549	BLOC1S6	3	-	32245340||33543539||26575419||29054114	-	BIALLELIC, autosomal or pseudoautosomal	37	Ocular and Oculocutaneous Albinism	1.9	723
HGNC:8101	OCA2	3	-	32741191||20301410	-	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	37	Ocular and Oculocutaneous Albinism	1.9	725
HGNC:15597	HPS3	3	-	31880485||31621111||30990103	-	BIALLELIC, autosomal or pseudoautosomal	37	Ocular and Oculocutaneous Albinism	1.9	731
HGNC:10880	PMEL	1	-	36207673||36166100	-	BIALLELIC, autosomal or pseudoautosomal	37	Ocular and Oculocutaneous Albinism	1.9	741
HGNC:24668	CFHR5	1	-	30844074||24334459||24067434||30197990||27490940	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	39	Haematuria_Alport	1.1	752
HGNC:2206	COL4A4	3	-	12631110||26346198||24052634||17942953||30450445	-	BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal	39	Haematuria_Alport	1.1	756
HGNC:11411	CDKL5	3	-	27080038||30842224	-	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	41	Angelman Rett like syndromes	1.9	775
HGNC:11111	SMC1A	3	-	29023665||31409060	-	Other	41	Angelman Rett like syndromes	1.9	776
HGNC:4586	GRIN2B	3	-	31409060||28734458	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	41	Angelman Rett like syndromes	1.9	778
HGNC:4868	HERC2	3	-	27759030||26077850||30902390||27848944||32571899	-	BIALLELIC, autosomal or pseudoautosomal	41	Angelman Rett like syndromes	1.9	782
HGNC:888	KIF1A	3	-	32652677||31512412	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	41	Angelman Rett like syndromes	1.9	784
HGNC:29853	HECW2	3	Complete	29395664||29807643||27334371	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	41	Angelman Rett like syndromes	1.9	785
HGNC:6296	KCNQ2	3	-	31105003||33134511	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	41	Angelman Rett like syndromes	1.9	787
HGNC:28912	WDR45	3	-	31409060||26790960	-	Other	41	Angelman Rett like syndromes	1.9	789
HGNC:3192	EEF1A2	3	-	32160274||31893083||32196822||32062104	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	41	Angelman Rett like syndromes	1.9	790
HGNC:24650	EHMT1	3	-	19293338||30448833||22670143	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	41	Angelman Rett like syndromes	1.9	791
HGNC:6220	KCNA2	3	-	29050392||27062609	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	41	Angelman Rett like syndromes	1.9	792
HGNC:20444	MBD5	3	-	33912662||18812405	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	41	Angelman Rett like syndromes	1.9	794
HGNC:6996	MEF2C	3	-	19876902||34055696	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	41	Angelman Rett like syndromes	1.9	796
HGNC:21637	SATB2	3	-	32446642||29023086	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	41	Angelman Rett like syndromes	1.9	797
HGNC:11079	SLC9A6	3	-	32569089||33278113||31879735	-	X-LINKED: hemizygous mutation in males, biallelic mutations in females	41	Angelman Rett like syndromes	1.9	799
HGNC:14881	ZEB2	3	-	24715670||27831545||17958891||19215041	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	41	Angelman Rett like syndromes	1.9	801
HGNC:1181	MYRF	3	-	31172260||31700225||31266062||31048900	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	42	Anophthalmia_Microphthalmia_Coloboma	1.34	841
HGNC:3595	FAT1	3	-	26905694||30862798	-	BIALLELIC, autosomal or pseudoautosomal	42	Anophthalmia_Microphthalmia_Coloboma	1.34	846
HGNC:9965	RERE	3	-	30061196||30896913	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	42	Anophthalmia_Microphthalmia_Coloboma	1.34	875
HGNC:4043	FZD5	3	-	32737437||26908622	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	42	Anophthalmia_Microphthalmia_Coloboma	1.34	880
HGNC:4281	GJA8	3	-	29464339||30498267	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	42	Anophthalmia_Microphthalmia_Coloboma	1.34	887
HGNC:4837	HCCS	3	-	24735900||30068298	-	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	42	Anophthalmia_Microphthalmia_Coloboma	1.34	888
HGNC:19167	KIF17	1	-	33922911||28341548||30458707	-	BIALLELIC, autosomal or pseudoautosomal	42	Anophthalmia_Microphthalmia_Coloboma	1.34	898
HGNC:7208	MPDZ	3	-	36594712||36429029	-	BIALLELIC, autosomal or pseudoautosomal	42	Anophthalmia_Microphthalmia_Coloboma	1.34	901
HGNC:3801	FOXC2	3	unknown	12766066||21730847	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	43	Eye Anterior Segment Abnormalities	1.5	904
HGNC:4281	GJA8	3	-	29464339||30498267||32499604	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	43	Eye Anterior Segment Abnormalities	1.5	909
HGNC:20207	B3GLCT	3	-	32204707||31795264||32533185	-	BIALLELIC, autosomal or pseudoautosomal	43	Eye Anterior Segment Abnormalities	1.5	920
HGNC:7569	MYH11	3	-	27081537||30071989	-	Unknown	44	Aortopathy_Connective Tissue Disorders	1.79	925
HGNC:2212	COL6A2	1	Complete	24443028||31273343||PMID: 29277723	-	BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal	44	Aortopathy_Connective Tissue Disorders	1.79	937
HGNC:3218	EFEMP1	3	-	33807164||32006683||31792352	-	BIALLELIC, autosomal or pseudoautosomal	44	Aortopathy_Connective Tissue Disorders	1.79	945
HGNC:3754	FLNA	3	-	29334594||30071989	-	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	44	Aortopathy_Connective Tissue Disorders	1.79	947
HGNC:1044	BGN	3	-	17502576||30071989	-	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	44	Aortopathy_Connective Tissue Disorders	1.79	950
HGNC:11957	MED12	3	-	19938245||30071989	-	X-LINKED: hemizygous mutation in males, biallelic mutations in females	44	Aortopathy_Connective Tissue Disorders	1.79	955
HGNC:9722	ALDH18A1	3	-	PMID: 30071989||22411858||28228640	-	BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal	44	Aortopathy_Connective Tissue Disorders	1.79	968
HGNC:2188	COL12A1	3	-	28306229||31273343	-	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	44	Aortopathy_Connective Tissue Disorders	1.79	977
HGNC:2211	COL6A1	2	Complete	24443028.||PMID: 29277723	-	BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal	44	Aortopathy_Connective Tissue Disorders	1.79	979
HGNC:2213	COL6A3	2	Complete	24443028.||PMID: 29277723	-	BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal	44	Aortopathy_Connective Tissue Disorders	1.79	982
HGNC:6904	MAT2A	2	-	25557781||30071989	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	44	Aortopathy_Connective Tissue Disorders	1.79	987
HGNC:29673	MFAP5	2	-	29524629||33514025||33807627	-	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	44	Aortopathy_Connective Tissue Disorders	1.79	989
HGNC:7590	MYLK	3	-	25907466||30071989	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	44	Aortopathy_Connective Tissue Disorders	1.79	996
HGNC:9414	PRKG1	3	-	30577811||30071989	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	44	Aortopathy_Connective Tissue Disorders	1.79	998
HGNC:14631	ADAMTSL2	2	unknown	26879370||33369194	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	44	Aortopathy_Connective Tissue Disorders	1.79	1002
HGNC:8804	PDGFRB	3	-	PMID: 33683022||32291752	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	44	Aortopathy_Connective Tissue Disorders	1.79	1005
HGNC:6188	JAG1	2	-	14993126||18570795||35819173||30071989	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	44	Aortopathy_Connective Tissue Disorders	1.79	1009
HGNC:689	ARIH1	3	-	29689197||32102558	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	44	Aortopathy_Connective Tissue Disorders	1.79	1013
HGNC:970	BBS5	3	-	19252258||15637713||10053027	-	BIALLELIC, autosomal or pseudoautosomal	53	Bardet Biedl syndrome	1.10	1387
HGNC:18626	IFT27	3	-	25443296||26763875	-	BIALLELIC, autosomal or pseudoautosomal	53	Bardet Biedl syndrome	1.10	1391
HGNC:13210	ARL6	3	-	31888296||25402481||32361989	-	BIALLELIC, autosomal or pseudoautosomal	53	Bardet Biedl syndrome	1.10	1394
HGNC:26648	BBS12	3	-	19797195||29633607||26082521	-	BIALLELIC, autosomal or pseudoautosomal	53	Bardet Biedl syndrome	1.10	1399
HGNC:13081	SCAPER	3	-	31069901||30723319||31192531	-	BIALLELIC, autosomal or pseudoautosomal	53	Bardet Biedl syndrome	1.10	1405
HGNC:30000	BBS9	3	-	32037757||32686083	-	BIALLELIC, autosomal or pseudoautosomal	53	Bardet Biedl syndrome	1.10	1409
HGNC:29182	CEP164	3	-	34013113||34132027||32055034||27708425	-	BIALLELIC, autosomal or pseudoautosomal	53	Bardet Biedl syndrome	1.10	1412
HGNC:13887	ABCG8	3	-	32546081||23556150	-	BIALLELIC, autosomal or pseudoautosomal	54	Bleeding and Platelet Disorders	1.26	1413
HGNC:8549	BLOC1S6	3	-	32245340||33543539||26575419||29054114	-	BIALLELIC, autosomal or pseudoautosomal	54	Bleeding and Platelet Disorders	1.26	1417
HGNC:9879	RASGRP2	3	-	32041177||30849270||32609603||31724816	-	BIALLELIC, autosomal or pseudoautosomal	54	Bleeding and Platelet Disorders	1.26	1424
HGNC:3534	F13B	3	-	20331752||26247044	-	BIALLELIC, autosomal or pseudoautosomal	54	Bleeding and Platelet Disorders	1.26	1448
HGNC:4247	GGCX	3	-	26758921||32785662||30531603	-	BIALLELIC, autosomal or pseudoautosomal	54	Bleeding and Platelet Disorders	1.26	1471
HGNC:23657	GNE	3	-	25257349||32505938||29941673||30171045	-	BIALLELIC, autosomal or pseudoautosomal	54	Bleeding and Platelet Disorders	1.26	1473
HGNC:9604	PTGS1	2	-	27629384||32299908||8562397||11442478	-	BIALLELIC, autosomal or pseudoautosomal	54	Bleeding and Platelet Disorders	1.26	1474
HGNC:12013	TPM4	3	-	28134622||21153663||31249973	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	54	Bleeding and Platelet Disorders	1.26	1476
HGNC:4021	KDSR	3	-	28774589||30467204	-	BIALLELIC, autosomal or pseudoautosomal	54	Bleeding and Platelet Disorders	1.26	1477
HGNC:6904	MAT2A	2	-	25557781||30071989	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	54	Bleeding and Platelet Disorders	1.26	1485
HGNC:13886	ABCG5	3	-	32546081||23556150	-	BIALLELIC, autosomal or pseudoautosomal	54	Bleeding and Platelet Disorders	1.26	1492
HGNC:13937	MPIG6B	3	-	27743390||29898956||31276734	-	BIALLELIC, autosomal or pseudoautosomal	54	Bleeding and Platelet Disorders	1.26	1493
HGNC:16257	TUBB1	3	-	31565851||32757236||29333906	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	54	Bleeding and Platelet Disorders	1.26	1494
HGNC:11784	THBD	3	-	28267383||32935436||25049278||32634856||25564403||27436851	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	54	Bleeding and Platelet Disorders	1.26	1500
HGNC:25240	ANO6	3	-	11895776||27879994||27634832	-	BIALLELIC, autosomal or pseudoautosomal	54	Bleeding and Platelet Disorders	1.26	1503
HGNC:3661	FGA	3	-	19073821||31064749||17295221	-	BIALLELIC, autosomal or pseudoautosomal	54	Bleeding and Platelet Disorders	1.26	1505
HGNC:3528	F10	3	-	12028042||2567188	-	BIALLELIC, autosomal or pseudoautosomal	54	Bleeding and Platelet Disorders	1.26	1510
HGNC:3531	F13A1	3	-	32060721||33802692	-	BIALLELIC, autosomal or pseudoautosomal	54	Bleeding and Platelet Disorders	1.26	1511
HGNC:3551	F9	3	-	34015304||33656538	-	X-LINKED: hemizygous mutation in males, biallelic mutations in females	54	Bleeding and Platelet Disorders	1.26	1514
HGNC:4440	GP1BB	3	-	31997307||33657022||1730088||33216977||11222377||33813986	-	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	54	Bleeding and Platelet Disorders	1.26	1517
HGNC:4444	GP9	3	-	32030720||31484196||33553065	-	BIALLELIC, autosomal or pseudoautosomal	54	Bleeding and Platelet Disorders	1.26	1519
HGNC:15597	HPS3	3	-	31880485||31621111||30990103	-	BIALLELIC, autosomal or pseudoautosomal	54	Bleeding and Platelet Disorders	1.26	1521
HGNC:18124	P2RY12	3	-	19237732||29117459	-	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	54	Bleeding and Platelet Disorders	1.26	1527
HGNC:9075	SERPINF2	3	-	29656168||31282989||31441040	-	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	54	Bleeding and Platelet Disorders	1.26	1531
HGNC:11795	THPO	3	-	32150607||24085763||36226497||28559357||29191945||28466964	-	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	54	Bleeding and Platelet Disorders	1.26	1535
HGNC:1092	FOXL2	3	-	31077882||18642388	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	55	Blepharophimosis	1.1	1539
HGNC:13478	UBE3B	3	-	32949109||34012380	-	BIALLELIC, autosomal or pseudoautosomal	55	Blepharophimosis	1.1	1546
HGNC:9965	RERE	3	-	30061196||30896913	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	55	Blepharophimosis	1.1	1556
HGNC:4061	SLC37A4	3	-	31788408||31536830	-	BIALLELIC, autosomal or pseudoautosomal	56	Bone Marrow Failure	1.51	1566
HGNC:6919	MBD4	3	-	PMID:35460607||PMID:35381620||PMID: 30049810	-	BIALLELIC, autosomal or pseudoautosomal	56	Bone Marrow Failure	1.51	1584
HGNC:10334	RPL31	2	-	25424902||25042156	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	56	Bone Marrow Failure	1.51	1585
HGNC:3498	MECOM	3	-	29146883||29519864	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	56	Bone Marrow Failure	1.51	1594
HGNC:7217	MPL	3	-	26423830||28955303	-	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	56	Bone Marrow Failure	1.51	1609
HGNC:10369	RPL9	2	-	20116044||29114930||31799629	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	56	Bone Marrow Failure	1.51	1613
HGNC:2439	CSF3R	3	-	32966608||33511998	-	BIALLELIC, autosomal or pseudoautosomal	56	Bone Marrow Failure	1.51	1616
HGNC:3584	FANCC	3	-	30792206||31044565||28717661	-	BIALLELIC, autosomal or pseudoautosomal	56	Bone Marrow Failure	1.51	1617
HGNC:3586	FANCE	3	-	31586946||9147877	-	BIALLELIC, autosomal or pseudoautosomal	56	Bone Marrow Failure	1.51	1620
HGNC:20748	FANCL	3	-	33224012||33394227	-	BIALLELIC, autosomal or pseudoautosomal	56	Bone Marrow Failure	1.51	1624
HGNC:15508	PUS1	3	-	28832011||32287105||31641589	-	BIALLELIC, autosomal or pseudoautosomal	56	Bone Marrow Failure	1.51	1632
HGNC:26929	C15orf41	3	-	32293259||31191338||29885034	-	BIALLELIC, autosomal or pseudoautosomal	56	Bone Marrow Failure	1.51	1641
HGNC:2890	DKC1	3	-	26951492||29081935||31269755||25940403	-	X-LINKED: hemizygous mutation in males, biallelic mutations in females	56	Bone Marrow Failure	1.51	1646
HGNC:25522	WRAP53	3	-	29514627||32303682	-	BIALLELIC, autosomal or pseudoautosomal	56	Bone Marrow Failure	1.51	1662
HGNC:25792	USB1	3	-	32936385||33624217||33111394||32620997||34004352||31522452	-	BIALLELIC, autosomal or pseudoautosomal	56	Bone Marrow Failure	1.51	1666
HGNC:6345	KLF1	3	-	33339573||31818881||32032242||32815883||32221653	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	56	Bone Marrow Failure	1.51	1667
HGNC:17641	DCLRE1B	3	-	20479256||10699141	-	BIALLELIC, autosomal or pseudoautosomal	56	Bone Marrow Failure	1.51	1673
HGNC:25070	ACD	3	-	27807141||30995915||30064976||33446513||31515401||27528712||24316971	-	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	56	Bone Marrow Failure	1.51	1677
HGNC:11795	THPO	3	-	36226497||29191945||28559357||24085763	-	BIALLELIC, autosomal or pseudoautosomal	56	Bone Marrow Failure	1.51	1681
HGNC:9857	RAP1B	2	-	32627184||35451551||26280580	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	56	Bone Marrow Failure	1.51	1682
HGNC:2047	CLDN5	3	-	35714222||36477332	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	58	Brain Calcification	1.94	1687
HGNC:26169	CTC1	3	-	22899577||24372060	-	BIALLELIC, autosomal or pseudoautosomal	58	Brain Calcification	1.94	1693
HGNC:26182	COLGALT1	3	-	33709034||31759980	-	BIALLELIC, autosomal or pseudoautosomal	58	Brain Calcification	1.94	1709
HGNC:1122	BTD	1	-	3399084||32734340	-	BIALLELIC, autosomal or pseudoautosomal	58	Brain Calcification	1.94	1713
HGNC:1514	CASR	3	-	35402765||32775520	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	58	Brain Calcification	1.94	1721
HGNC:2202	COL4A1	3	-	22134833||24372060||22932948	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	58	Brain Calcification	1.94	1722
HGNC:2203	COL4A2	1	-	33247988||33577044	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	58	Brain Calcification	1.94	1723
HGNC:24725	FAM111A	3	-	35205306||32734340	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	58	Brain Calcification	1.94	1725
HGNC:3153	ECM1	3	-	26336196||27398129	-	BIALLELIC, autosomal or pseudoautosomal	58	Brain Calcification	1.94	1726
HGNC:3437	ERCC5	1	-	26884178||20301571	-	BIALLELIC, autosomal or pseudoautosomal	58	Brain Calcification	1.94	1728
HGNC:3438	ERCC6	3	-	20522568||17092472	-	BIALLELIC, autosomal or pseudoautosomal	58	Brain Calcification	1.94	1729
HGNC:3439	ERCC8	3	-	20522568||17092472	-	BIALLELIC, autosomal or pseudoautosomal	58	Brain Calcification	1.94	1730
